input.Down	input.Down2	input.Down2NoFDR	input.DownNoFDR
			CLOCK
			PDCL2
			ZC3HAV1
			ZC3HAV1L
			LRRC52-AS1
			MGST3
			BECN1P2
			NCOA7
			CBX7
			FUNDC2P4
			PDGFB
			NMNAT1P1
			TSHR
			NBPF5P
			NBPF6
			SLC25A24P2
			RAB9B
			TMSB15B
			TMSB15B-AS1
			C11orf74
			BEGAIN
			WDR25
			ST18
			TUNAR
			CRACR2A
			PCAT14
			COPS2
			NDUFAF4P1
			ARHGAP28
			CDKN3
			CNIH1
			CBLN3
			CMA1
			KHNYN
			SDR39U1
			NPM1P18
			TLN2
			LPP
			ZYG11AP1
			C10orf88
			UBTFL11
			NDFIP1
			GAS6
			GAS6-AS1
			TMEM255B
			SUGCT
			CPLX2
			LUZP2
			ELOVL6
			HSBP1P2
			STK17A
			RPL17P33
			MED27
			NTNG2
			ANKRD34C
			ANKRD34C-AS1
			TMED3
			FAM168A
			CDS1
			RPL3P13
			LINC01029
			NTS
			ENO1P2
			ST8SIA2
			TBC1D1
			EXOC6
			TRPM8
			CEP19
			PAK2
			PIGX
			C3orf14
			FEZF2
			PTPRG-AS1
			SLC35D3
			COX5BP2
			PDE7B
			NID1
			COL18A1
			COL18A1-AS1
			COL18A1-AS2
			LINC00316
			MTCO1P3
			CHP1
			EXD1
			BAK1
			GGNBP1
			ITPR3
			LINC00336
			IFT88
			IL17D
			BCLAF3
			AKR1B1P4
			COX4I1P2
			LINC01055
			SPERT
			GYPA
			SND1
			EIF3LP3
			FXYD6P2
			ERH
			PLEKHD1
			SLC39A9
			ERLNC1
			ETNK2
			GOLT1A
			KISS1
			REN
			COMP
			UPF1
			ISCA1P3
			TMEM241
			ASS1P9
			LINC02105
			UCK2
			TLE2
			TLE5
			TLE6
			BUD13
			ABCF2
			ASB10
			CHPF2
			GBX1
			IQCA1L
			SMARCD3
			RLN1
			ILF2P1
			GIGYF2
			KCNJ13
			BEST3
			CCT2
			LRRC10
			NRBF2P2
			XCR1
			LINC02230
			SATB1-AS1
			CARD14
			SGSH
			SLC26A11
			FAM178B
			LYZL2
			SVIL2P
			ALMS1
			EEF1A1P12
			CCDC58P3
			LINC02669
			LRRC7
			FOCAD
			RF00401
			HMGN1P26
			LINC02055
			ENAH
			LBR
			CWF19L2
			BCL2L2
			BCL2L2-PABPN1
			CMTM5
			EFS
			H3F3AP2
			HOMEZ
			IL25
			MYH6
			PABPN1
			PPP1R3E
			SLC22A17
			NAA30
			ZNF767P
			EN1
			LINC01956
			ANKDD1B
			POC5
			ANAPC16
			ASCC1
			DDIT4
			DDIT4-AS1
			ZFPM2-AS1
			CDKL3
			AMFR
			NUDT21
			OGFOD1
			RPS27AP11
			ACOT8
			DNTTIP1
			SNX21
			TNNC2
			UBE2C
			WFDC3
			ZSWIM3
			C19orf84
			CLDND2
			ETFB
			LIM2
			NIFKP6
			NKG7
			SIGLEC10
			SIGLEC8
			ANKDD1A
			RNASEH2B
			RNASEH2B-AS1
			BRD7P2
			LTF
			RTP3
			CKLF
			CKLF-CMTM1
			CMTM1
			CMTM2
			CMTM3
			CMTM4
			TK2
			NPVF
			TSEN15P3
			CXCR2P1
			RUFY4
			CCDC59
			METTL25
			LINC02209
			BAG2
			ZNF451-AS1
			XKR4
			ACAD8
			NCAPD3
			THYN1
			VPS26B
			GGTLC3
			PI4KAP1
			RF00492
			TMEM191B
			CYLD
			LINC02168
			PYROXD2
			UQCRHP4
			LINC01932
			RF00263
			RNF145
			RPS29P32
			EDDM13
			SLC25A36P1
			VN2R17P
			ZNF542P
			ZSCAN5A
			AK4P2
			RNF138P1
			IL22
			C1QTNF9
			C1QTNF9-AS1
			LINC00566
			NUS1P3
			AK4P6
			LRBA
			FRRS1L
			C8orf49
			GATA4
			NEIL2
			EYA2
			GAPDHP54
			PDLIM1
			SORBS1
			KLHL17
			LINC02593
			NOC2L
			PERM1
			PLEKHN1
			SAMD11
			GSX1
			HNRNPA1P25
			IL12RB2
			SERBP1
			BNIP2
			GTF2A2
			PIGHP1
			GEMIN2P2
			RPL36P20
			TRAK1
			ULK4
			IYD
			SSR1P1
			CCNO
			CDC20B
			MCIDAS
			DAG1
			NICN1
			CABIN1
			EEF1A1P24
			RPSA
			SLC25A38
			AZI2
			ZCWPW2
			CEACAM18
			SIGLEC12
			SIGLEC27P
			SIGLEC6
			ID2
			ID2-AS1
			AP3M2
			NUCKS1
			PM20D1
			RAB29
			SLC41A1
			LINC02059
			PIGH
			FOSB
			PPM1N
			RTN2
			VASP
			LZIC
			PLPP3
			RPL21P23
			RPL23AP85
			LACTBL1
			ST3GAL6
			ST3GAL6-AS1
			LINC01562
			RNF11
			TANC2
			H2BFS
			LINC00313
			RPL31P1
			LSM3P3
			TCF7L1
			CD84
			LINC02423
			LINC02439
			LINC02440
			ADGRG3
			MAP4K4
			MBP
			XXYLT1
			XXYLT1-AS2
			AGAP1
			LYRM4
			CCT5P1
			CSTL1
			GZF1
			LINC01431
			NAPB
			NXT1
			GACAT3
			RRM2B
			NTN1
			LINC02268
			KCTD10
			MYO1H
			UBE3B
			RALGPS2
			CBX6
			NPTXR
			DLG2
			ABITRAMP1
			LCP1
			LRRC63
			C8orf86
			RNF5P1
			PBOV1
			FBXO3
			FBXO3-DT
			NEURL1
			HMGB1P26
			TAF5L
			URB2
			LRRN1
			SUMF1
			TRIP13
			FZD8
			GJD4
			OASL
			OASL2P
			P2RX7
			ADAMTSL2
			FAM163B
			MYMK
			CNIH4
			NVL
			WDR26
			CCND2P1
			SLC22A25
			HNF4G
			PKMP4
			SMPX
			C1QTNF4
			CELF1
			FAM180B
			KBTBD4
			KF459542.1
			NDUFS3
			PTPMT1
			CYCSP24
			PTPDC1
			JAKMIP1
			GEMIN8P2
			GOT2
			HMGB2P1
			STK11
			ESD
			OR7E94P
			PTPN5
			CKS2
			SECISBP2
			RTN1
			ANAPC1
			DGKI
			BRDT
			ELOBP4
			PRDM1
			MOBP
			GAB2
			MTHFD1
			TEX21P
			DNAH2
			KDM6B
			RPL29P2
			PPP1R2P5
			BCAR3
			DHX40
			LINC01476
			PENK
			SDR16C6P
			SEPT10P1
			DTNB
			IMMP2L
			CAPZA2
			TBC1D22A
			NIFKP2
			KIF14
			ALDH1A3
			LRRK1
			DDC-AS1
			RFKP1
			RGS7
			ARAP2
			DTHD1
			POLR1A
			ZNF266
			ZNF560
			BASP1P1
			LINC00621
			NUS1P2
			RFESDP1
			APOL1
			APOL2
			GOLGA8S
			COL13A1
			LINC02636
			CYCSP33
			PARP4
			TPTE2P6
			LINC00160
			LINC01426
			WNT2
			LINC01716
			RPS4XP3
			TFAP2C
			LINC00599
			ANGPTL1
			MYLKP1
			OR7E22P
			OR7E55P
			OR7E66P
			LHPP
			NKX1-2
			OAT
			RPS10P18
			TNPO1
			ARPP19
			FAM214A
			COX11
			TOM1L1
			MKLN1
			PODXL
			CLIP1
			CLIP1-AS1
			RPL21P1
			LRRC46
			MRPL10
			SCRN2
			SP6
			PHF14
			RPL17P22
			LINC01358
			RPL3P4
			TRPC3
			HMGN1P36
			TMEM131
			ZAP70
			LINC01767
			NEK4P1
			DDTL
			GSTT2B
			MIF
			MIF-AS1
			PPIAP66
			ARFGEF1
			CCDC12
			MRPL57P3
			NBEAL2
			NRADDP
			SETD2
			PLXNC1
			LINC00301
			MS4A18
			MS4A8
			CARMIL2
			CTCF
			RASGRP1
			GOSR2
			LINC01974
			CPLANE1
			NIPBL
			RBISP2
			RPS4XP6
			CCR2
			CCR5
			CCRL2
			LINC02009
			HTR7
			RPP30
			AF246928.1
			AJ009632.2
			GALNT13
			NFASC
			CLDN2
			MORC4
			RIPPLY1
			PGK1
			FGF13
			CD96
			BAIAP2
			BAIAP2-DT
			ASB11
			ASB9
			PIGA
			VEGFD
			CDC6
			WIPF2
			OVCH1
			CTAGE3P
			RF00603
			LINC02599
			EIF2S3B
			LINC02446
			SLC25A39P2
			HSPD1
			HSPE1
			HSPE1-MOB4
			MOB4
			ENKUR
			PRTFDC1
			THNSL1
			SLC6A21P
			SUMO1P4
			TRPM4
			BTF3L4P2
			GSTM3P2
			DUSP5P1
			MTA3
			NBPF18P
			S100A10
			S100A11
			RYBP
			CCDC84
			FOXR1
			RPL23AP64
			RPS25
			SLC37A4
			TRAPPC4
			UPK2
			ANXA9
			CERS2
			CYCSP51
			MINDY1
			SETDB1
			FSTL1
			CABYR
			TTC39C
			MRPL1
			FNIP1
			MEIKIN
			CPHXL
			DUXB
			KARS
			TERF2IP
			ESR2
			LINC01436
			RUNX1
			PCNX1
			ADGRV1
			KCNA2
			GAK
			EPHX4
			CAPN1
			PDCL2P2
			PGAM1P8
			SLC22A20P
			SPDYC
			SLTM
			ZNF444P1
			BMP10
			LINC01888
			LINC01890
			IDE
			IFNG-AS1
			LINC01479
			RPL39P28
			CELSR1
			LINC01115
			LINC01939
			CLN5
			FBXL3
			MYCBP2
			MYCBP2-AS1
			MYCBP2-AS2
			ARHGAP17
			LCMT1-AS1
			LINC02175
			SCML2P2
			COQ2
			HPSE
			HIVEP3
			ALAS2
			ARHGAP23
			GPR179
			SOCS7
			PHF2
			RPS17P11
			GAPVD1
			HSPA5
			PPP6C
			RABEPK
			RPSAP76
			GTF3C1
			IL21R
			IL21R-AS1
			LINC00366
			LINC00437
			PRDX3P3
			TLK1
			CCDC136
			FLNC
			FLNC-AS1
			KLHL13
			RPL12P43
			TUBB4BP3
			ALOX15
			GGT6
			LINC01996
			SMTNL2
			TXNP4
			SLAMF6
			ALDH7A1P2
			COPZ1
			GPR84
			HNRNPA1
			NFE2
			ZNF385A
			CDK14
			NECAB2
			OSGIN1
			SLC38A8
			CSTF3-DT
			RPL29P23
			CAMK2G
			NDST2
			ZSWIM8
			ZSWIM8-AS1
			RASGRF1
			CCDC134
			MEI1
			PYGO1
			GAPDHP61
			ZNF609
			DLG1
			LINC01470
			DEFB128
			DEFB129
			DEFB132
			ADORA3
			RAP1A
			TMIGD3
			HIST1H2AI
			HIST1H2AJ
			HIST1H2AK
			HIST1H2BL
			HIST1H2BM
			HIST1H2BN
			HIST1H3H
			HIST1H4J
			HIST1H4K
			HIST1H4PS1
			RSL24D1P1
			OR8A3P
			OR8B10P
			OR8B12
			OR8B9P
			DDIAS
			PRCP
			IGF2R
			SLC22A1
			C2orf70
			CIB4
			AMZ1
			GNA12
			CFL1P7
			ERVE-1
			PPY2P
			PYY2
			RPL7P3
			SLCO4A1
			PAFAH2
			STMN1
			LNX1
			LNX1-AS2
			ADRB2
			HPCAL1
			GSTA10P
			GSTA11P
			GSTA3
			GSTA9P
			BANCR
			FAM189A2
			LDB2
			SESTD1
			TCF7L1-IT1
			DCHS2
			KIF4A
			PDZD11
			RAB41
			LINC01899
			PHACTR2
			SLC25A37
			RPL10P3
			LDHB
			CMAHP
			PTMAP6
			C14orf180
			TMEM179
			RPS3AP46
			RUNDC3A
			RUNDC3A-AS1
			SHC1P2
			SLC25A39
			SLC4A1
			UBTF
			CFAP52
			RPL19P18
			STX8
			SLC22A23
			BBS12
			CETN4P
			RF01699
			STK38L
			ALOX5AP
			LINC00398
			AGTR1
			RPL38P1
			ITGB1BP2
			TAF1
			DPPA3P2
			INSL5
			TCTEX1D1
			KIAA1522
			S100PBP
			YARS
			EIF2AK4
			GPR176
			H3F3AP1
			CFI
			GAR1
			PLA2G12A
			MRPL45P2
			ATAD5
			CRLF3
			MAP3K20-AS1
			IMP3
			PTPN9
			SNUPN
			FBP1
			ST8SIA6
			LINGO1
			KEL
			LLCFC1
			OR9A2
			TRPV5
			BST1
			FAM200B
			FBXL5
			OR5AN1
			OR5AN2P
			OR5BR1P
			ANKRD26P4
			BCL7C
			CTF1
			CTF2P
			FBXL19
			FBXL19-AS1
			ORAI3
			SETD1A
			KLC2
			PACS1
			RAB1B
			HDAC4
			ADCK1
			CRYBB2
			Z99916.3
			SLC29A4
			TNRC18
			PHC3
			DKFZP434H168
			GNAO1
			GLYATL1
			GLYATL1P1
			PKP2
			HIST1H2AG
			HIST1H2AH
			HIST1H2BJ
			HIST1H2BK
			HIST1H4I
			RPL10P2
			GC
			PCGF6
			PDCD11
			TAF5
			SLC9A7P1
			ZNF582
			ZNF582-AS1
			ZNF583
			CYP4B1
			EFCAB14
			DYTN
			FASTKD2
			MDH1B
			PIN1
			LINC01893
			SLC22A3
			C14orf132
			GOLM1
			CAP1P2
			RPL21P88
			ZNF32
			ZNF32-AS1
			ZNF32-AS2
			ZNF32-AS3
			ZNF485
			ACOX3
			TRMT44
			PTGIS
			HMGB1P3
			SP100
			EI24P2
			OR10K1
			OR10R1P
			OR10R2
			OR10R3P
			OR10T1P
			OCIAD2
			LINC01622
			LINC00709
			SH2D1A
			TEX13D
			C10orf90
			LINC02276
			RNF38
			CCDC28B
			DCDC2B
			IQCC
			KPNA6
			TXLNA
			C4orf50
			LINC02495
			C16orf70
			CBFB
			ELMO1
			RPS10P14
			GLRB
			AURKAP2
			CCDC186
			TDRD1
			VWA2
			CTXN3
			ARL2BPP2
			BTBD10P1
			KRT125P
			KRT126P
			KRT127P
			KRT76
			KRT77
			SAMD3
			TMEM200A
			PLA2R1
			FAM180A
			SLC13A4
			PLA2G15
			PRMT7
			SLC7A6
			SLC7A6OS
			FAM107B
			ELOBP1
			MTMR6
			NUP58
			CEP44
			FBXO8
			TIMP3
			Z73495.1
			FOXC1
			FOXCUT
			GMDS
			LINC02389
			RPL7P39
			TBC1D30
			LAMA3
			LMX1B
			SLC20A2
			RRP1
			ZFP37
			ZNF883
			DTNBP1
			CNN2P10
			FMO11P
			POGK
			AMPD2
			GNAT2
			IPO7
			ZNF143
			HIGD1AP4
			DDX18P6
			GLRXP2
			ANKRD30BL
			HDAC4-AS1
			APOBEC3C
			APOBEC3D
			APOBEC3F
			APOBEC3G
			APOBEC3H
			LSP1P1
			RPL34P27
			TPTE2P1
			VWA3B
			TRIM11
			PDCD5P2
			SNRPCP2
			SV2C
			ACP7
			PAK4
			NR3C1
			NYAP2
			NPM1P31
			TLE3
			COX6A1
			DYNLL1
			GATC
			RPL31P52
			SRSF9
			TRIAP1
			SYT4
			DNAH10
			RPL27P12
			NDUFB4P5
			FNDC3B
			AHCYL1
			ALX3
			LINC01397
			STRIP1
			DYNLRB1
			MAP1LC3A
			BICRA
			EHD2
			NOP53
			NOP53-AS1
			SELENOW
			C7orf33
			ARNT2
			BCL9L
			CRB2
			ANTXR2
			VN1R11P
			VN1R13P
			CLRN1-AS1
			AKIRIN1
			EIF1P2
			RHBDL2
			BTBD7P2
			JAM3
			PTP4A2P2
			SLC24A4
			LMNTD1
			NBPF15
			PFN1P6
			CAMLG
			CDHR3
			QSER1
			TRERF1
			CNGA3
			GAPDHP22
			GPR18
			H2AFZP3
			UBAC2
			UBAC2-AS1
			BTF3P5
			CCDC88A
			RUNX3
			LDB3
			OPN4
			LINC00377
			ZC3H3
			DMGDH
			JMY
			NSMF
			PNPLA7
			ACOX1
			FBF1
			MRPL38
			TRIM65
			EFNB3
			TP53
			WRAP53
			CR391992.1
			PHACTR4
			SH3BP2
			TNIP2
			ATF7
			ATF7-NPFF
			FABP7P1
			RF00340
			RPL15P14
			RPS2P2
			SYNDIG1L
			NOL10
			LINC01588
			PDLIM1P1
			GABRP
			RANBP17
			FMNL3
			TMBIM6
			FOXN2
			C11orf53
			COLCA1
			COLCA2
			CKS1B
			FLAD1
			LENEP
			PYGO2
			SHC1
			PPME1
			CARF
			ICA1L
			WDR12
			PRRX1
			Z97200.1
			RANBP3
			RFX2
			CELF2-AS2
			COLEC10
			MPZL1
			LINC02000
			SLCO2A1
			C15orf65
			CCPG1
			PIGB
			CACNA1D
			BCL9P1
			LINC02242
			BMP2K
			LINC01921
			TNP1
			ECHDC2
			ZYG11A
			LINC01510
			MET
			DNAJA2
			RPS2P48
			SNRPB2
			HS6ST1
			RF02112
			RF02113
			EFCAB13
			ITGB3
			EIF2S2P5
			SPRED2
			C15orf62
			DNAJC17
			GCHFR
			PPP1R14D
			RMDN3
			SUMO2P15
			ZFYVE19
			FBXO22
			NRG4
			UBE2Q2
			CLEC4D
			CLEC6A
			OR7E140P
			OR7E148P
			OR7E149P
			SUPT4H1P2
			LINC00051
			TENT5C
			VDAC2P3
			RBCK1
			LINC01702
			C9orf16
			CIZ1
			DNM1
			LCN2
			PTGES2
			CHUK
			CYP2C23P
			ERLIN1
			SPCS2P2
			TPM4P1
			LINC01011
			NQO2
			SERPINB6
			SERPINB9
			FBLN1
			LINC01589
			CES5AP1
			LINC01659
			ZDHHC8P1
			BOLA3P2
			OR1M4P
			SAR1B
			SEC24A
			NPEPPS
			LINC01826
			CFAP44
			OCRL
			RF01169
			SMARCA1
			NPM1P22
			OR7E111P
			ARHGEF7
			ARHGEF7-AS1
			ARHGEF7-AS2
			ARHGEF7-IT1
			LINC00368
			CRYGS
			LINC02051
			LINC02052
			ITGA5
			CASQ2
			VANGL1
			LINC01221
			LINC01222
			LINC00519
			LINC00640
			ZFP69B
			TRMT9B
			AAGAB
			RPS24P16
			SMAD3
			MAB21L1
			NBEA
			RF00285
			TRPM2
			TRPM2-AS
			ALG6
			FOXD3
			FOXD3-AS1
			LINC00466
			C15orf54
			PRRC1
			FZD10
			FZD10-AS1
			OVOL3
			POLR2I
			TBCB
			THAP8
			WDR62
			LINC02628
			SMARCE1P3
			LINC00687
			TMEM234
			RBMY2QP
			TSPY20P
			BEND3P1
			CTSLP4
			NUTM2HP
			SGMS1
			SGMS1-AS1
			SHQ1P1
			RPL23P4
			SLC4A3
			SLIT3
			PTP4A1P2
			ZNF140
			ZNF26
			ZNF84
			RIMS2
			OVAAL
			XPR1
			SPATA16
			BMP2KL
			DDX3P1
			DDX3P2
			FTX
			MKRN5P
			UHRF2P1
			MRPS15P1
			NPTN
			NDST1
			NDST1-AS1
			BBS10
			OSBPL8
			EPSTI1
			ZDHHC4P1
			CCDC86
			MS4A10
			BOLA2P3
			SOX4
			CDK4P1
			AJ011931.1
			AJ011931.2
			AJ239328.1
			PCBP3
			GDF15
			ISYNA1
			LRRC25
			PGPEP1
			SSBP4
			HSPE1P24
			ACVRL1
			ANKRD33
			FIGNL2
			COG6
			LHFPL6
			PACS2
			RPS20P33
			APOOP3
			LEMD3
			WIF1
			DEPTOR
			RF00271
			VSTM5
			ASIP
			XPOTP1
			C2orf27A
			GRAMD4P8
			LINC01087
			POTEKP
			TBC1D8B
			LINC01692
			LINC01076
			OCM2
			OR7E38P
			OR7E7P
			RPS3AP29
			LINC01809
			RPL37P10
			ANKRD26
			MASTL
			YME1L1
			DISP1
			NDUFB1P2
			CSE1L
			CSE1L-AS1
			SNAP23P1
			RPSAP37
			CALB2
			LINC02136
			TLE7
			ZNF23
			LINC02606
			PTGFRN
			LINC02630
			CD27
			CD27-AS1
			SCNN1A
			SRP14P1
			TAPBPL
			VAMP1
			LINC00927
			TMSB4X
			CASC1
			CENPUP2
			LRMP
			IL15
			TAGAP
			MTCO1P25
			MTCO2P25
			ARNTL
			GDAP1
			CCDC25
			ESCO2
			ANKRD13B
			CORO6
			GIT1
			SSH2
			DUTP6
			TADA1
			ADRA1B
			LINC01847
			LINC01442
			EPC2
			RPS29P8
			KL
			TOMM22P3
			LRRC72
			CLDN17
			CLDN8
			LINC00307
			PRG2
			RTN4RL2
			SLC43A3
			STAC
			PTPRM
			ASS1P2
			DHX57
			GEMIN6
			SRSF7
			TTC39DP
			RF00096
			ANO7
			PASK
			PPP1R7
			HSPA8P3
			PDSS1
			RF00191
			LSM7
			SPPL2B
			TMPRSS9
			NBPF7
			NOTCH2P1
			PFN1P9
			REG4
			LINC02247
			RXRA
			PKDCC
			IFITM1
			IFITM2
			IFITM5
			NLRP6
			PGGHG
			PSMD13
			SIRT3
			PRKAG2
			RUBCNL
			KRTAP19-11P
			KRTAP19-6
			KRTAP19-7
			KRTAP20-1
			KRTAP22-1
			KRTAP22-2
			KRTAP6-1
			KRTAP6-2
			KRTAP6-3
			TLR12P
			ZSCAN20
			EXOSC1
			MMS19
			PGAM1
			RRP12
			UBTD1
			ZDHHC16
			NIPA1
			NIPA2
			CDADC1
			MLNR
			OGFOD1P1
			FAM238C
			RNFT1
			RNFT1-DT
			RPS29P21
			RPS6KB1
			TUBD1
			CD1B
			FERD3L
			TWIST1
			MZT1P2
			UBN2
			PLAC8
			RORA
			RORA-AS2
			CIT
			TTLL7
			TTLL7-IT1
			BMP7
			BMP7-AS1
			RAB11FIP2
			OR8B1P
			OR8B2
			OR8B3
			OR8B4
			OR8B5P
			OR8B6P
			OR8C1P
			OR8X1P
			VN1R17P
			VN1R5
			PRSS16
			LINC01095
			MZT2B
			NOC2LP1
			RHOQP3
			SMPD4
			TUBA3E
			AP1S3
			WDFY1
			ACTBP12
			C1orf146
			GLMN
			RPAP2
			ZFHX3
			SLC35B4
			CR936218.1
			TNIK
			INTS6
			INTS6-AS1
			RPS4XP16
			PRPH
			TROAP
			TUBA1C
			TMCO2
			ZMPSTE24
			HTR2B
			PSMD1
			CBFA2T3
			GALNS
			PABPN1L
			TRAPPC2L
			CPN2
			GP5
			LRRC15
			LINC02418
			WDR59
			ZNRF1
			TAMM41
			CR559946.1
			CR559946.2
			DENND6B
			PLXNB2
			PPP6R2
			CA4
			GAD2
			MYO3A
			RBM47
			GSTM1
			GSTM2
			GSTM4
			GSTM5
			RPL7P8
			KRT6A
			KRT6B
			KRT6C
			KRT75
			KRT82
			KRT90P
			ARAP1
			ARAP1-AS1
			ARAP1-AS2
			RPS12P20
			LINC00534
			PRKCA-AS1
			CHCHD3P2
			HMGN1P11
			NOL4L
			NOL4L-DT
			LINC02286
			LIMD1-AS1
			SACM1L
			KRTAP5-11
			OR7E4P
			OR7E87P
			RPS3AP41
			UNC93B6
			GINM1
			KATNA1
			RF00410
			RPS18P9
			CRY2
			SLC35C1
			HPS6
			LDB1
			NOLC1
			PPRC1
			TEX10
			LINC01370
			CRTAP
			GLB1
			SUMO2P10
			TMPPE
			DAAM2
			MOCS1
			TUBBP9
			KAT2B
			FBXO39
			TEKT1
			RPH3A
			ARL17A
			FAM215B
			LRRC37A2
			RDM1P2
			ANXA2R
			PRELID3BP7
			ZNF131
			SCML4
			IMMP1LP3
			MRM2
			NUDT1
			SNX8
			KCNG3
			CYP20A1
			NBEAL1
			LINC01987
			CALHM4
			RSPH4A
			RWDD1
			ZUP1
			ADARB2
			LINC00200
			WDR37
			ARHGAP27P2
			LRRC37A16P
			RDM1P3
			SH3GL1P3
			LINC00898
			HLCS-IT1
			COP1
			CRK
			MYO1C
			YWHAE
			ABCA4
			MTATP6P13
			MTCO1P21
			MTCO2P21
			MTCO3P21
			IGFBP2
			LINC01280
			PSMB3P2
			CACNB4
			RPL30P2
			STAM2
			PRADC1P1
			DDX50P2
			DHX36
			RPSAP57
			MEF2BNBP1
			PLEKHA5
			RPL7P6
			TGFA
			TGFA-IT1
			DST
			NLRP3
			ZNF496
			HSPE1P1
			AADACL3
			AADACL4
			LINC02137
			NDRG4
			DLK1
			LINC00523
			PARS2
			TTC22
			TTC4
			ETV1
			RPL6P21
			CCDC171
			BTBD11
			ETV6
			CPPED1
			CHN2
			NANOGP4
			KLRC4
			KLRC4-KLRK1
			KLRK1
			LINC02598
			LINC02617
			NDUFB9
			RNF139
			TATDN1
			FAM192BP
			FHDC1
			LINC01191
			GAPT
			PLK2
			DOCK4-AS1
			ARL2BPP8
			KCNA1
			LINC02075
			NGFR
			ADAM12
			LINC00601
			MBIP
			C11orf72
			CABP2
			GSTP1
			NDUFV1
			RF00601
			CHST12
			EIF3B
			AP3S2
			ARPIN
			ARPIN-AP3S2
			ARRDC3-AS1
			RAB5CP2
			HMGN2P25
			LINC01950
			PRRX2
			PRRX2-AS1
			RLIMP2
			CCDC85C
			HHIPL1
			GABBR2
			POLHP1
			ARPC1A
			MYH16
			HMGA1P7
			ATPAF1
			MOB3C
			FAM126A
			IL17REL
			PIM3
			PPIAP21
			RF00426
			RNY3P13
			RF02192
			RF02193
			TCL6
			FUT4
			PIWIL4
			CORO7
			CORO7-PAM16
			GLIS2
			GLIS2-AS1
			PAM16
			VASN
			TBL1XR1
			TBL1XR1-AS1
			FARP2
			STK25
			DBX1
			LINC00472
			OGFRL1
			AP1M1
			CIB3
			FAM32A
			CCDC38
			SNRPF
			DPF1
			PPP1R14A
			SPINT2
			CCDC73
			EIF3M
			HNRNPA3P9
			TTC39B
			EVA1C
			URB1
			URB1-AS1
			MCMDC2
			SNHG6
			TCF24
			STPG2
			ANKRD31
			SUMO2P5
			BCAN
			GPATCH4
			HAPLN2
			IQGAP3
			NAXE
			TTC24
			ABI1P1
			KTN1
			RPL7AP4
			CFTRP3
			SEC61G
			CLEC3B
			EXOSC7
			LANCL1-AS1
			MYL1
			HNMT
			RPS3AP44
			LINC01524
			ZFP64
			MICOS10
			MICOS10-NBL1
			NBL1
			LINC00397
			EEF1A1P2
			LINC01467
			STAT5A
			STAT5B
			ST13P21
			FYN
			SCOC
			Z83313.1
			EEA1
			ASTN2
			ASTN2-AS1
			HNRNPA3P11
			ARID1A
			LINC00332
			LINC00598
			RNY3P9
			RPL17P51
			ARHGAP11B
			DNM1P50
			GOLGA8H
			ULK4P2
			CPD
			GOSR1
			MOK
			WDR20
			ZBED3
			ZBED3-AS1
			AK4P4
			ERMP1
			KIAA2026
			MLANA
			NENF
			TMEM206
			ACOT7
			RBMXP4
			DLEU7
			COLGALT2
			CASC18
			ZNF678
			AKR1C6P
			AKR1E2
			KIAA0391
			PPP2R3C
			RPL23AP70
			SEPT7P1
			AMPD3
			MTRNR2L8
			RNF141
			ADAMTS7
			CHRNB4
			EXTL2P1
			FAM172A
			ALDH3B1
			NDUFS8
			OR7E1P
			UNC93B1
			TBC1D5
			COBLL1
			SLC38A11
			CAMSAP2
			DDX59
			MECR
			PTPRU
			KIAA0232
			TBC1D14
			CAB39L
			SETDB2
			CUL7
			KLC4
			MRPL2
			PTK7
			RRP36
			RF02211
			RF02212
			RF02213
			ZFAT
			ZFAT-AS1
			C1orf162
			OVGP1
			UBE2FP3
			WDR77
			GTF3AP1
			IL33
			PIK3C2A
			NGB
			TMEM63C
			LRAT
			NDUFB2P1
			DHCR7
			NADSYN1
			ABI1
			SVOP
			USP30
			USP30-AS1
			SH3GL3
			TREM1
			TREML3P
			TREML4
			TREML5P
			DGKD
			NTAN1P1
			DOCK5
			CTXN1
			ELAVL1
			SNAPC2
			TGFBR3L
			TIMM44
			ITGB6
			LRRC28
			SLCO2B1
			TPBGL
			ZDHHC20P3
			CDKN1A
			DINOL
			LAP3P2
			PANDAR
			RAB44
			SRSF3
			MAL2
			IQCF6
			C12orf74
			RUBCN
			RNY4P34
			SPATS2L
			ACSM4
			SSR1P2
			LINC00330
			POLK
			COPS3
			NT5M
			ALOX12B
			ALOX15B
			PSMA6
			ALG1L3P
			ENPP7P11
			FAM86MP
			OR7E35P
			CERS5
			COX14
			LIMA1
			PLAT
			PIK3C3
			LINC01066
			MEDAG
			TEX26
			TEX26-AS1
			LRIG3
			NWD1
			BTBD10
			PTH
			ROCK2
			KRT10
			KRT26
			KRT27
			KRT28
			TMEM99
			ADAMTSL5
			C19orf25
			PCSK4
			PLK5
			REEP6
			MTATP6P25
			MTCO1P56
			MTND4LP19
			COX5A
			FAM219B
			MPI
			RPP25
			SCAMP5
			FBXO48
			B4GALNT3
			MRPL42
			SOCS2
			SOCS2-AS1
			MYO3B
			ZNF518B
			IRX3
			LINC02169
			DMC1
			RPS29P31
			LHX1
			LHX1-DT
			ALG1
			EEF2KMT
			ENPP7P14
			LINC00567
			RPL21P107
			OR5T1
			OR5T2
			OR5T3
			OR8H1
			OR8I1P
			OR8K3
			BSDC1
			FAM229A
			HDAC1
			MARCKSL1
			TSSK3
